uniform,binominal,poisson,normal,real
-0.574329247,492,969,-0.011100604,2404
-0.237500197,494,967,-0.04778231,7000
-0.927022134,517,1001,-0.027611599,5404
0.528542739,519,1016,-0.027381662,7000
-0.663876256,471,947,-0.026706102,2803
-0.844249364,496,1045,-0.136867906,1313
-0.790673464,516,999,-0.011329901,7000
-0.21479363,497,976,0.02221978,2204
0.26053304,515,1020,-0.012633668,2204
-0.019001445,529,1057,-0.036571896,2399
-0.829818562,468,913,0.139152483,3532
0.319964304,527,997,0.082392899,5400
0.28193511,504,936,0.035157439,2303
-0.613706607,500,995,0.086239672,2404
-0.740410838,474,1026,0.068796832,2999
-0.080753824,501,992,-0.085886272,7000
0.330290035,484,983,0.03294671,7000
0.085161325,477,946,-0.04948057,2404
-0.73303958,514,960,-0.074031615,7000
-0.452780991,503,990,0.045205629,7000
0.680544673,484,964,0.050986947,2604
0.533632041,484,971,-0.103539736,5212
-0.772202294,523,942,-0.059129038,2605
0.464377969,511,1019,0.019213853,2399
0.864112436,471,1063,-0.095140462,7000
0.198574923,488,973,-0.144485788,1299
-0.595752034,492,967,0.016205402,2308
-0.652607376,501,1062,0.101183572,7000
0.757614899,488,996,-0.005766104,7000
-0.54769654,515,1029,0.089972573,7000
-0.323599523,491,1022,0.049957271,7000
-0.928317086,508,963,-0.042256838,7000
0.872010147,505,970,-0.004680147,7000
-0.424817756,489,983,0.085683677,2501
0.755196365,491,990,-0.003518865,7000
0.660985754,532,976,-0.078219439,1211
0.458547326,517,1033,0.043613017,5309
-0.221405855,497,1043,0.04336826,5309
-0.829498983,473,1006,0.082992577,2605
0.107077882,508,1037,0.126812574,7000
-0.564009717,504,1020,0.038304965,2399
0.103597743,523,1015,0.125406811,2404
0.513749487,519,966,0.041067866,2299
-0.882840652,523,1004,-0.084125708,2204
0.733704226,497,1055,-0.116993472,5401
0.857988366,516,1040,-0.085402134,7000
-0.831866151,506,976,0.017014116,2204
-0.398647567,486,1034,-0.150331268,7000
0.408053668,478,1006,-0.051590528,7000
0.919399302,475,972,0.060854075,3563
-0.903187405,509,1014,0.07508206,2299
0.758379183,492,1024,-0.039512828,2204
0.926303828,491,986,-0.063259112,2308
0.576836972,498,1039,-0.098509356,7000
-0.723250752,510,970,-0.129831692,2404
-0.439818572,472,945,0.069988736,2605
-0.920651349,487,1027,-0.124288582,7000
0.951753921,486,972,0.033165577,7000
-0.130604438,509,1036,0.128485553,3599
0.910651928,497,991,-0.140639022,1313
-0.653027043,522,1042,0.082845206,2999
-0.763191405,489,999,0.144005222,2506
-0.362379915,504,955,-0.077305946,4099
-0.689306341,524,1025,0.017928671,5499
-0.182249685,500,968,0.003633694,2299
-0.971241327,519,990,-0.016418703,7000
-0.94938754,496,970,0.11486936,3571
0.901173895,462,1034,-0.046442255,7000
-0.209812943,494,1088,-0.062777878,2303
-0.18131037,485,957,-0.010558494,7000
0.539508515,491,990,-0.049568484,4099
-0.388103495,493,988,0.071621526,7000
0.620946561,498,969,0.116345301,7000
0.581188619,514,1018,-0.016479352,5400
0.431821721,516,952,0.012021301,5007
0.828193308,514,972,-0.127701,2204
0.18201935,512,1016,0.078947651,2299
-0.213690998,491,1029,-0.095362975,2399
0.636089991,517,1011,-0.100009891,2803
-0.74090296,487,1059,-0.05264196,7000
-0.948622954,513,988,-0.050099446,2399
-0.005653781,495,998,0.039203169,2404
0.720972782,505,962,0.049012211,7000
0.365498026,480,995,-0.018681451,7000
0.024892371,508,1000,0.072373728,4801
-0.510685635,531,994,0.117521088,2303
0.097374037,491,1030,0.073316652,7000
0.043131235,509,976,-0.113751758,2404
-0.414287316,493,996,0.066249238,7000
-0.596809648,486,1018,-0.113371329,5707
-0.86432924,490,978,0.030507904,7000
-0.113722092,486,1014,-0.051945669,7000
-0.38384013,505,987,-0.082042514,7000
-0.531637923,489,1008,0.094681343,2308
0.234918588,509,1022,-0.041062614,2299
0.818125216,475,1018,-0.02607614,7000
0.267463685,475,1002,-0.205463233,7000
-0.476454839,484,1036,0.108837648,2204
0.386463235,506,1003,0.015352365,5400
-0.738566498,471,1025,0.167064745,3560
-0.812820704,503,1029,-0.073835665,1315
-0.811527405,499,959,-0.119294529,7000
-0.515309303,488,984,-0.025195258,2605
0.705052892,482,1003,-0.043797905,5400
-0.132081118,506,990,0.044182745,7000
-0.320752508,520,1057,0.097453742,4004
0.476020275,509,969,-0.087561964,5400
0.419033066,495,1018,0.052446456,2308
0.217307034,520,954,0.278585255,2399
-0.384710442,486,954,-0.197841995,2299
-0.448031603,492,1007,0.081605639,2399
-0.450162203,493,1042,0.003147807,2399
0.361293563,505,991,-0.131134744,7000
0.756402075,507,973,0.058621871,7000
-0.863757175,488,937,0.091110439,3599
0.339282601,496,997,0.072761959,2303
-0.261217399,537,917,-0.044534836,2799
0.089720481,489,955,0.041204674,2404
0.290479479,465,970,-0.113229302,2305
-0.670182848,508,1014,0.042859218,7000
-0.458565685,481,1001,0.030665949,5400
-0.572633357,513,987,-0.076946638,2299
-0.368961373,493,964,0.075252419,5212
-0.848151923,483,1014,-0.155103011,7000
0.369671086,513,1007,0.045083616,4803
-0.534671504,501,994,-0.209774094,2203
-0.338765309,485,962,-0.094053252,2404
-0.264982175,492,980,-0.138944197,7399
-0.069932492,519,975,-0.094710705,2399
0.976132445,512,967,0.007262314,2299
0.280739554,487,1008,-0.199756435,2203
0.034805488,503,1008,-0.056537153,2309
0.04021826,522,1036,-0.010504428,5401
-0.332272139,495,955,-0.18087502,2204
0.528656108,473,1006,0.103053466,5400
0.372685923,492,978,0.067426812,3532
-0.649408749,502,988,0.064667592,7000
0.306346195,512,1037,0.013836004,5400
0.222240634,475,981,0.027975949,7000
-0.169581122,483,988,-0.003204561,7000
-0.770616631,501,1012,0.071395909,7000
0.049684221,493,965,-0.169392315,7000
0.030801757,491,1044,-0.040325716,7000
-0.795173679,502,1015,0.042107495,2309
0.800097566,487,935,0.060844232,7000
-0.262568666,478,993,0.108947463,1315
0.605871289,511,974,0.105098916,5212
-0.536044221,509,969,-0.064731232,2299
-0.37033052,524,1019,-0.002143847,1315
-0.499521128,504,954,0.0012296,5400
0.88023869,510,1025,-0.173380844,2299
0.194357443,482,976,-0.002307676,5400
-0.736555806,494,979,0.190333559,2404
-0.118276162,483,1002,-0.061815148,5400
0.411340837,487,1008,-0.093792413,1602
0.832732851,477,961,0.066472354,2404
-0.759793916,509,997,0.025240825,2308
-0.892322418,485,1019,-0.120890808,2303
0.649572959,492,962,-0.058875325,7000
-0.741920005,503,961,0.073626022,7399
-0.034710074,508,985,-0.223250247,7000
-0.195877694,495,986,0.015960483,2301
0.851174612,507,1007,0.041038053,2303
-0.207740974,507,951,0.072147071,2404
0.188657892,506,1046,-0.069806669,5309
-0.216986295,509,984,-0.135629289,5213
0.1539433,477,990,-0.048030499,2404
0.825681644,496,983,0.00343987,2999
0.483146512,528,1031,0.036978578,4801
0.511609269,520,1023,-0.045601622,4199
0.268339621,504,1006,-0.160790141,3699
-0.053451725,496,1035,-0.025991574,2399
-0.773931631,497,986,-0.090532228,1313
-0.746920699,500,1054,0.203803379,5401
0.102876586,496,980,-0.21074139,7000
-0.184944435,496,949,-0.036493134,7000
-0.461587073,494,971,0.009395884,7000
-0.494471546,504,941,-0.053997206,2404
0.419935326,502,944,-0.045696658,2404
-0.660897365,507,1016,0.081193634,2404
0.576351801,494,1027,-0.133901253,1299
0.014714008,533,1018,0.115881334,2299
0.199489919,467,960,0.004532245,2299
0.258743509,483,953,0.140508128,2999
0.915674327,525,1014,0.037833481,2203
-0.624930744,487,1048,0.005213205,7000
0.71514775,487,1022,0.165479003,2204
0.8214902,486,991,-0.090619834,1315
0.555565706,499,1034,0.022856782,5212
-0.810085403,480,1013,0.045464623,7000
0.335407338,507,990,-0.146614124,7000
-0.508653983,487,960,-0.057809592,7000
0.02794519,488,952,-0.159577905,2404
0.470023765,518,940,0.017300737,2999
-0.45660363,514,1045,0.062663137,7000
0.131005765,494,1059,-0.052855454,1315
-0.614277382,521,984,-0.020677217,1315
0.866118734,493,968,-0.108626173,3562
-0.640246177,494,989,-0.071703681,2305
-0.160343321,488,1040,-0.040305207,7000
-0.700635662,513,1025,-0.003046319,2404
0.54255113,482,1024,-0.103225819,2404
0.022057923,505,978,-0.09801963,2399
-0.943723979,475,999,0.043990233,2204
0.828349385,499,994,0.032547292,2999
0.007881117,472,1017,-0.048334613,2404
-0.127238015,530,973,0.033629856,3572
0.424946092,490,984,-0.049347205,7000
-0.679574316,499,1065,-0.119129578,2204
-0.078979256,470,999,0.120782402,2404
0.154621036,461,1001,0.079278089,2404
-0.114510707,506,971,0.08536544,2299
-0.926347437,482,997,-0.143495564,2299
-0.093882546,506,1013,-0.067477954,2203
0.378155839,516,935,0.095170983,2605
0.514532167,483,1019,-0.013692947,2404
-0.644034577,491,1025,0.075800532,2204
0.121510503,484,1009,-0.07684252,7000
0.759048307,495,976,-0.071812167,7000
-0.859524969,499,1034,-0.198144303,5309
-0.539277824,507,1055,0.02265342,2310
0.093247183,494,1057,0.13307385,2303
-0.004242949,507,979,-0.194600677,7000
0.88506061,484,1049,-0.033116661,7000
-0.725244364,517,1036,0.165454784,1313
0.281706686,494,990,-0.135009493,2299
0.812113808,504,988,-0.066588833,7000
0.459704923,476,985,-0.069113814,2299
-0.251110351,508,989,0.005358867,1299
0.222466324,484,1002,-0.024131954,2999
-0.425332296,493,980,0.132525994,3699
-0.003683529,480,976,0.000749157,2204
-0.671407565,534,935,0.061833035,5404
0.476138228,510,960,-0.120875702,1315
0.907925177,497,1015,0.068900799,7000
-0.123130426,507,975,-0.165760134,2404
0.121866198,480,1008,0.09913647,2299
0.204025482,487,1013,-0.009318367,2299
-0.594635034,525,1022,-0.074180435,5213
-0.697117953,463,1003,-0.061451601,2999
0.820212793,496,1010,0.182256159,2203
-0.61185374,510,1070,0.22552465,1315
0.291238356,501,1000,-0.059128349,2404
0.827664931,500,973,0.007731003,5404
0.459581734,491,1000,0.086923836,7000
0.862737056,503,977,-0.02035188,2203
-0.933894954,533,985,0.051485567,7000
0.230419211,465,1036,-0.189660435,2404
0.107745983,484,995,0.136293557,2404
-0.301131222,492,993,-0.034217669,2204
-0.925773065,496,1012,-0.185066325,7000
0.779599165,504,1000,-0.067204242,8102
0.705808344,522,1007,0.022427106,1315
-0.44989604,516,992,-0.022431601,7000
0.777923649,502,972,0.101474558,3532
-0.113216072,500,1000,-0.014257725,2099
-0.969319182,525,955,0.051971747,1313
0.888306445,501,1030,-0.244157239,2404
0.224103569,510,982,0.04271461,5212
-0.265059117,520,1051,-0.064675256,2999
-0.026406549,507,1067,0.045041279,1315
-0.894367153,485,996,-0.126908801,7000
-0.134765646,464,985,-0.138667307,7000
0.048800294,491,981,-0.050130077,5499
-0.763927367,524,948,0.004408364,2404
-0.127352715,514,1007,-0.085546067,7000
-0.672911105,516,1030,0.139695004,7000
-0.801526835,505,982,-0.063976235,7000
0.31952971,505,1038,-0.058317009,5400
-0.519792788,509,949,-0.054029768,2299
0.246194167,506,925,0.013870619,7000
0.466447858,491,1035,-0.070935633,7000
0.105051613,486,1006,-0.103562285,1313
0.456582893,516,978,0.021727687,2309
-0.622768522,488,966,-0.049657564,7000
0.325653481,515,1005,0.107722583,7000
-0.387875009,490,989,0.132899947,7000
-0.67953567,520,1003,-0.067160571,5400
0.695970181,506,1086,-0.08943394,2308
0.368496144,510,1034,-0.086375443,2605
-0.993171655,478,997,-0.002255409,2308
0.864197569,489,965,-0.044411855,7000
-0.360192378,484,1005,-0.157903581,5401
0.220114312,516,942,-0.254669829,1315
0.713783853,501,1013,0.093574379,1299
0.190695298,501,1005,-0.190906285,2399
-0.359628993,494,1052,0.056589292,7000
0.87040488,494,989,-0.097686077,7000
0.121831212,511,1031,0.028248332,2399
0.227949746,490,985,-0.185405341,2299
-0.937819771,479,950,0.189376862,3532
0.952462392,499,1030,0.009737282,2299
0.866505554,501,947,-0.021674197,2308
-0.067040249,496,998,0.025611489,7000
0.449834906,498,1023,0.107821037,2506
0.314041368,528,966,-0.021511354,2999
0.683860806,517,963,-0.04817568,2309
-0.500164578,510,1034,0.033695838,7000
0.003357049,514,1005,0.09589827,5400
-0.999974511,486,991,-0.002542867,2404
-0.155373435,490,990,0.041614073,7000
-0.291554957,509,937,-0.065627226,7000
0.305398791,498,1026,-0.016508483,7000
0.242954296,513,988,-0.180649851,7000
0.931938185,507,995,0.010174184,1299
0.477374442,517,990,0.120640594,2204
-0.62273824,492,1017,0.013817341,2999
0.847401915,507,1065,0.015312156,5400
0.16612469,516,1005,0.140697857,3571
0.089747183,528,1028,-0.11080647,5404
0.080372989,510,950,0.081922639,5400
0.490817069,500,1006,0.120400577,2404
-0.387961072,509,990,-0.069282211,2999
0.96610624,490,998,-0.133397866,7000
-0.119687838,516,939,0.048964689,2399
0.459775474,507,1001,0.107511779,2299
-0.824309373,494,974,0.156686584,5400
-0.542543178,472,1008,-0.062200956,1299
-0.19457133,498,989,0.093024265,7000
0.831187917,517,985,0.019346642,7000
-0.512860115,538,1074,-0.037665798,7000
0.386350623,511,970,-0.016069801,2999
0.270137945,504,968,-0.00781842,5404
0.367124817,490,1020,0.149076686,7000
0.228804274,508,1010,0.035697524,2399
-0.063045101,491,981,0.03160469,7000
-0.065440736,501,984,0.00424544,1315
-0.821789577,527,1007,-0.21675162,5400
0.004155501,495,1067,-0.001883981,2303
0.623483383,500,1019,0.06876527,2303
0.968740731,507,986,-0.126314792,5400
-0.666406295,486,1006,0.074613392,5404
-0.490217824,524,999,0.014372823,2204
0.32569819,472,976,-0.072445038,2203
0.74025662,503,988,0.166604015,1315
-0.986165225,500,951,0.206838226,2308
0.249122816,509,951,0.101062035,1602
0.435309433,500,954,0.054858422,2399
0.642399039,512,1006,0.065850393,7000
-0.020910707,501,980,0.126335076,2299
-0.890016168,485,1018,-0.099373218,7000
0.020168288,494,1000,0.016778248,2204
-0.358384776,520,1003,0.059285019,2299
0.404391134,491,1001,0.010251719,7000
-0.300410366,531,971,-0.153169387,7000
-0.905347069,503,985,0.186844343,2299
0.903960448,489,1031,-0.022306754,5404
0.818951547,482,998,-0.059544677,2404
-0.375553088,461,990,-0.048286168,2303
0.601316156,495,978,0.096468053,5213
0.766911078,498,971,-0.053256925,2204
0.664194499,514,1005,0.01158193,5400
0.727273788,491,1002,0.077385354,7000
-0.272100419,503,1003,0.108413569,2204
0.565298063,504,971,0.069541447,2506
-0.922464305,495,1050,0.179041865,2605
-0.036955566,489,1005,0.124876393,7000
-0.318482252,510,946,-0.073326566,2399
0.413037442,495,1067,-0.105007431,1315
0.665656797,516,952,0.089741626,2203
0.477027853,504,1027,0.046615339,2299
-0.699225817,500,1020,-0.192180883,2204
-0.549306917,495,1036,-0.068449213,7000
-0.604614195,519,1013,0.104333823,3599
0.224275822,502,983,0.168060271,2204
-0.200431136,476,979,-0.189300692,2299
-0.530239598,473,1013,-0.052474302,7000
-0.355408648,489,991,0.134857045,2299
-0.090849503,498,1040,-0.036146956,7000
-0.209185368,502,983,0.130247956,2404
-0.659530711,486,1028,0.048829151,2399
0.565386288,504,1009,0.013216798,7000
0.583521649,483,1072,-0.058938163,5007
0.173185673,498,1001,0.026072609,7000
0.896133785,521,977,0.12326143,2399
-0.502889358,467,1013,-0.072476548,5400
0.801122812,525,987,0.075224235,2404
-0.44967063,492,969,-0.074062585,1315
0.147962841,486,977,0.024788468,2404
0.214880279,476,994,-0.000427054,2404
-0.444789762,527,1024,0.012569732,2404
0.780655902,512,1078,-0.069360391,2404
-0.215932153,483,1027,0.099086468,7000
-0.603827495,502,1038,0.059869309,7000
-0.987466967,495,1049,0.151529862,7000
-0.732052826,494,986,-0.108202169,2404
0.428081471,500,1005,0.059070499,2999
0.385016428,478,963,-0.088602246,7000
-0.082200392,488,1011,-0.180671578,2404
-0.783679468,487,992,0.00677741,1315
0.441745959,521,1015,-0.180892217,7000
-0.867157405,507,954,0.064310837,5401
0.802866069,494,986,0.024292805,2999
-0.633215904,522,995,-0.071085166,5401
0.707994935,516,978,-0.185394098,2399
0.915194355,475,961,0.045366133,7000
-0.550582712,512,974,0.10357872,2203
-0.120521674,485,986,-0.148759968,5400
0.812959957,518,990,-0.067628522,2204
-0.342277437,512,977,0.003844329,7000
0.828321473,487,1002,-0.05625349,2305
0.409487183,492,1025,-0.086373836,2999
-0.753972467,476,958,0.118777807,2299
-0.07087635,497,1017,0.086633145,7000
0.970666568,522,968,0.10573205,2404
0.633720449,467,962,0.021567845,7000
-0.331549457,503,1006,0.226546517,7000
-0.194997394,523,1012,0.021823671,7000
-0.142184216,481,1022,-0.114644261,5400
0.746675186,502,985,0.017797986,7000
-0.813545878,489,1070,-0.023725357,2299
0.759786732,492,990,0.07290409,1315
-0.809163787,535,1013,-0.220950149,1315
0.39563291,491,991,0.113327456,3562
-0.37433535,495,995,0.008029684,7000
-0.489632814,496,1000,0.124316333,1315
-0.488417797,488,990,-0.00107717,3599
-0.885208514,487,1052,-0.19553746,3562
-0.121839529,497,1023,-0.254930092,2299
-0.330114506,482,926,0.065871109,2404
-0.093514068,500,984,-0.144782142,2803
-0.260484629,504,981,-0.126977666,2303
0.704535652,490,1020,0.148028659,2999
-0.413088,484,977,0.02882331,1299
0.816454358,523,941,0.048945312,2308
0.598238316,526,1034,0.07758567,1313
0.488021429,488,984,-0.07641755,1313
0.612361565,486,967,0.005638139,2308
-0.222451096,494,981,-0.000440784,2404
0.490487902,475,938,-0.028282643,5007
-0.424863197,518,974,0.108273368,2203
-0.467676838,489,969,-0.177033291,5400
0.334415332,498,1014,-0.014626253,2299
-0.885429634,488,929,-0.075376226,7000
-0.186975131,484,1056,-0.232065453,2299
-0.491446651,510,1014,-0.06487236,7000
0.944053095,492,965,-0.00343441,7000
0.103908477,488,977,0.053759744,1299
0.068742944,476,979,-0.011425668,2299
-0.872599317,503,1010,0.016103112,7000
0.307115045,488,950,0.036726486,2404
0.931928027,499,961,0.082461769,2299
0.788108576,485,968,0.102300462,2404
-0.822224351,467,948,0.173566341,2204
-0.68832446,510,1030,0.081203873,7000
-0.954177457,493,1014,-0.045383521,2999
0.133512359,509,978,0.011975342,7000
-0.754520292,485,983,0.057934177,7000
-0.114821979,488,997,0.108088826,2203
-0.808291647,490,1011,0.05369988,2299
0.308073867,514,1004,-0.038463188,2399
0.102285615,511,982,-0.018829848,2404
-0.883784477,503,1031,0.082458768,7000
0.272807957,516,985,0.140831736,2604
-0.343516557,506,942,0.016288282,5311
0.31554984,480,984,-0.013195864,1315
0.867573205,509,966,0.024468918,5404
-0.068016585,491,1026,-0.138204803,1299
0.350748317,488,985,0.211840591,5404
-0.453957373,481,1061,-0.017952099,1313
-0.321534941,517,1005,0.144358456,2999
-0.400471968,527,980,-0.107346389,2404
-0.046467451,492,1022,-0.178888891,2204
-0.648582391,525,1045,0.167608643,7000
0.481916798,488,1036,0.077238397,3599
0.162161985,492,1057,-0.02309456,7000
0.454540927,480,922,-0.056855012,2404
-0.86228651,490,1005,0.168822836,1210
0.144128882,501,1017,0.19563546,5404
-0.656435368,518,983,0.009996777,1313
0.992895632,498,993,-0.109417617,2999
0.201366532,453,909,0.181978529,7000
-0.242274925,487,972,-0.01221669,5401
0.26373539,519,1021,0.07185802,2204
-0.128581648,496,1017,0.064382144,1299
-0.028619312,494,991,0.236453483,7000
-0.510779275,507,1038,-0.010750822,2304
-0.42055962,478,1009,-0.011415255,1313
0.516589962,497,1001,0.042515574,5207
0.012647516,512,1021,-0.076585324,7000
-0.023678861,490,973,-0.113260004,2404
0.3896028,508,1021,-0.089011385,1315
-0.344945099,504,981,0.182490951,7000
-0.986936601,488,948,0.038743815,7000
0.793451167,498,1054,-0.074003734,1315
-0.954255916,509,996,0.011429581,2999
0.165153771,477,984,0.079786274,2999
0.674470342,489,948,-0.081249638,7000
0.014928946,495,1010,0.194372725,2404
0.708782018,494,958,0.041069167,2404
0.079749487,499,972,-0.024861995,2404
-0.650948306,507,996,0.113910856,7000
-0.000969936,519,1007,0.046250359,2299
0.312976162,516,1034,0.227841218,7000
0.056002318,503,1004,-0.092555644,2605
0.055481271,518,996,-0.054342597,2204
-0.081213622,495,1003,0.023082284,1299
0.232802274,520,994,0.000733306,2404
0.369923897,534,964,-0.05972249,2204
-0.264718252,518,1022,-0.093687058,5400
0.436132536,517,1015,-0.028004447,1315
-0.322124361,489,981,0.183709429,1299
0.390652912,509,983,0.103125691,3532
0.071558889,511,1038,0.014222372,2204
0.592246674,505,1032,-0.065027486,7000
0.385369201,483,1043,0.009477594,5400
-0.815884161,505,1005,-0.134416212,7000
-0.655261877,453,961,-0.117297787,7000
0.311300842,515,960,0.176460594,2299
0.980536699,493,1022,-0.046852942,2308
0.323170344,493,991,0.04921407,7000
0.568871675,516,1005,0.048526556,2404
-0.193925001,510,991,0.15829817,7000
-0.714827916,505,1026,-0.036789662,2303
0.894931776,479,991,0.042730474,7000
-0.253239614,492,1026,0.038531561,2203
0.135487537,499,993,-0.212129705,7000
0.820498739,506,1042,0.07655434,1315
-0.981157919,502,1044,0.10128135,2404
-0.869914567,499,1013,0.049088151,2204
0.700160204,505,1031,0.108953143,2204
0.99323104,501,964,-0.108292833,2404
-0.860355144,509,1025,0.037088104,1315
0.154930683,517,994,0.130339329,7000
0.941980814,491,956,0.129966365,5404
-0.098060598,497,1042,-0.053016857,7000
-0.291334654,507,1024,0.063992153,2204
0.427581199,501,1001,0.079246985,2308
0.75288608,533,980,0.118446652,7000
-0.226195719,498,926,0.137791461,5005
-0.60340145,488,1054,-0.022774903,2299
-0.92432205,480,1009,0.074072645,2204
0.50746086,497,967,0.006668789,2999
0.574906244,530,1021,0.018598567,7000
-0.236432503,505,1011,-0.11145896,2303
0.664003757,494,1005,0.149319369,7000
0.318401962,499,982,0.025701327,2204
0.624722725,509,989,-0.008897165,2404
-0.704808901,504,1038,0.006033331,2299
-0.809329145,505,982,-0.173064506,2203
0.849956843,502,1039,-0.133160935,7000
0.322011616,513,920,0.014692479,2404
0.419978546,493,1059,-0.281717639,7000
-0.428221919,502,1012,0.052233564,7000
0.076674659,469,1044,0.073738613,7000
0.86164895,518,1031,-0.007227113,2204
0.000769858,501,967,-0.004068271,7000
0.099765948,492,995,-0.187394555,3572
0.997892139,501,1015,0.242595625,2399
-0.848232153,486,987,-0.090244046,2204
-0.928084347,535,1003,-0.101595703,7000
-0.142470187,515,965,0.006891482,5400
-0.954794262,481,995,0.113902332,2404
-0.624351555,498,1001,-0.012293242,2399
-0.210436539,496,969,0.102909588,2204
-0.17751962,514,960,-0.164510584,2299
-0.849232195,515,975,0.057192191,7000
0.358855949,508,1000,-0.045759583,1315
0.259642949,533,992,0.032293428,5404
-0.520756323,489,1009,0.17711107,7000
-0.588534423,536,985,-0.125743504,1315
0.377723564,493,956,-0.037972183,7000
-0.305164662,499,980,0.0511778,2999
-0.275486891,503,1034,-0.001951554,7000
-0.246962012,490,1014,-0.09957964,7000
0.315057527,504,1009,-0.078357099,7000
-0.54815609,498,1025,0.071239224,2399
-0.854674863,504,1017,-0.052048381,2299
-0.101405605,507,1041,0.012811605,1315
-0.566123121,475,990,0.139552145,2299
0.860974041,494,1025,-0.038878804,7000
-0.943897459,547,967,0.180394623,7000
-0.558364747,518,1046,-0.016190565,5299
0.570996295,475,1041,0.014226226,2404
-0.083762726,499,976,0.043815281,2404
-0.809352127,523,980,-0.098340917,1315
0.687786445,515,968,-0.119578566,7000
0.136457389,528,962,0.028681382,2999
0.186916155,496,991,0.102086164,7000
0.338243061,491,969,-0.094976658,1299
0.037854267,488,973,-0.060944507,7000
0.39162531,506,991,0.101298007,2299
0.897782592,486,968,-0.021130392,1315
0.127470441,514,973,0.001270079,3571
-0.866291031,517,934,-0.148030988,1315
-0.189665087,537,918,0.072086888,2404
-0.458797151,527,1036,-0.068750681,7000
0.786124874,498,958,-0.103489907,1299
-0.982692641,501,986,0.05813398,2999
0.524218877,505,1006,0.121690543,1299
0.285780404,499,969,0.071713913,2299
-0.926231258,510,1032,-0.077403463,1299
0.174493221,470,1051,-0.050674833,5401
0.993924095,493,1023,0.114592859,4803
0.032738813,512,1049,-0.006273456,1313
-0.664961784,477,1047,-0.021657669,2399
-0.949354655,510,1006,-0.151811423,7000
-0.532961439,498,971,0.093448905,2399
-0.510000455,518,1008,-0.03401396,2404
0.299717622,521,965,-0.0397293,2404
0.126160022,513,1020,0.013532493,1315
0.154935373,470,990,0.057664006,7000
-0.113550099,512,1032,-0.158810476,2404
-0.691005376,504,1045,0.066466633,5404
-0.428244666,474,1000,-0.260503435,2299
-0.46897012,480,948,0.059829064,2999
0.895803458,532,995,-0.020718177,7000
-0.955608901,493,960,-0.066659925,7000
0.03088242,489,959,-0.090108319,5400
0.423145394,519,1027,0.089960431,7000
0.155071464,527,1004,-0.107858624,7000
0.216752519,487,965,-0.034813927,7000
-0.595436889,495,977,0.065773411,5400
0.339829179,498,992,0.090690768,7000
0.026020219,475,970,0.039695605,1315
-0.338324748,516,975,-0.180314353,2204
0.608830358,491,1014,-0.031199978,2404
0.664152076,502,986,-0.122395963,2404
0.90597476,497,1008,-0.121278178,2999
0.552887215,510,995,0.039206932,5400
-0.369953085,493,954,-0.056001868,2604
-0.839446735,483,1014,0.028536364,2399
-0.705269483,486,1037,-0.058440499,2399
-0.423292021,496,1001,0.006065477,2399
-0.685711091,475,992,0.047005818,2399
-0.686066716,483,988,0.101764634,3599
0.038702412,490,977,-0.041081274,3599
-0.608944958,522,970,-0.043274495,2099
0.508190732,489,957,0.024966438,5404
0.15362356,511,990,-0.063476771,2999
0.502657368,507,991,0.152441912,2404
0.27199572,501,986,-0.088161543,3562
-0.824198026,519,973,-0.05175229,7000
0.201083386,485,1043,0.137497252,2299
0.812821569,497,1042,-0.002866411,2299
-0.694047143,493,1027,-0.034524173,7000
-0.257434698,506,988,0.034651462,2604
-0.748848489,475,1001,-0.080459788,2999
0.082498453,491,979,0.00994556,2399
0.795335513,494,986,-0.163520165,2399
-0.719410053,502,995,-0.017881663,2299
-0.968628879,492,1029,0.047733642,2299
-0.363627878,491,1041,-0.059491474,2604
-0.867535624,507,972,-0.024319092,2308
-0.971522142,513,965,-0.165042241,2604
0.715748118,503,990,-0.019972753,2404
0.794289516,503,990,0.172006457,2404
-0.456369475,482,1036,-0.044297896,2404
0.079451722,508,979,0.055319571,1299
0.41334447,496,973,0.110740239,3599
-0.39917109,517,1020,-0.047511649,2404
0.998012794,501,985,-0.110893806,2308
0.739426782,481,1086,0.051421189,1315
0.751068002,498,954,0.07738137,2099
0.995564422,525,967,4.93E-05,7000
0.945453513,490,1044,0.006578685,1315
0.615591364,477,1010,-0.143596906,7000
-0.999076583,514,957,-0.12878313,2203
0.564414998,486,971,-0.081282518,7000
0.109310316,492,989,0.032269123,7000
0.093419064,502,1019,-0.137266862,7000
-0.099546916,525,992,-0.199652138,5311
-0.092874816,492,1015,-0.082930182,2299
0.52602705,502,988,0.130185402,2404
-0.126545675,511,1011,-0.135158523,7000
-0.038686164,483,964,-0.103026894,2203
0.397858798,487,957,0.091933119,7000
0.858034062,520,1019,-0.097196444,2204
-0.10463329,493,1026,-0.055951773,2404
0.819157553,483,961,-0.014680594,2203
-0.574736194,507,1028,-0.027571675,2203
0.442514645,506,1020,0.048827014,2204
-0.936799257,504,1017,0.190948671,3572
-0.44763799,510,974,-0.095754598,5400
0.56526144,523,1030,-0.089571169,2299
-0.999313004,493,937,-0.007687868,2404
-0.117446614,516,1027,-0.062002555,2404
0.401345274,499,1039,0.007193115,5401
0.845325579,508,989,0.145952606,7000
0.174493243,481,1025,-0.032732685,2203
0.112476138,513,915,0.009793464,7000
-0.672623031,481,1034,-0.149027678,5400
-0.681988676,476,945,0.040396634,2299
